xAcc,yAcc
0.0007722466436972793,-0.0009504574076274207
0.0007128430557205655,-0.000891053819650707
0.000594035879767138,-0.0005346322917904241
0.00047522870381371034,-0.0008316502316739931
0.000891053819650707,-0.0005346322917904241
0.04918617084471902,0.06308661043127005
0.05447309017464655,0.12736129262207438
0.031246287275751454,0.13769751693002258
0.08940239990495426,-0.004217654746346679
0.32666033028394914,-0.022513959843174527
0.5342164666745871,-0.14316264702388024
0.5920755613639064,-0.279375074254485
0.3278484020434834,-0.38772721872401095
0.08037305453249376,-0.39461803492930975
-0.07229416656766069,-0.2889984555067126
-0.19739812284661992,-0.14607342283473923
-0.3045027919686349,0.020613045027919687
-0.38950932636331237,0.1145301176191042
-0.46394202209813473,0.12932161102530593
-0.5312462872757514,0.09142212189616253
-0.5455625519781395,0.08690744920993228
-0.5275038612332185,0.09920399192111204
-0.4473684210526316,0.06635380776998931
-0.3183438279672092,-0.016870618985386717
-0.16205298800047524,-0.14037067838897468
0.046750623737673754,-0.2580491861708447
0.25525721753593916,-0.31026494000237614
0.41748841630034456,-0.28816680527503863
0.45990257811571816,-0.26084115480575026
0.39895449685160983,-0.2290602352382084
0.27634549126767255,-0.19430913627183083
0.12581679933467982,-0.1524296067482476
-0.03148390162765831,-0.10122371391232031
-0.17363668765593443,-0.057977901865272664
-0.23494119044790304,-0.030295829868124034
-0.24521801116787453,-0.008316502316739931
-0.23280266128074137,-0.008316502316739931
-0.1765474634667934,-0.003564215278602828
-0.11773791136984674,-0.025484139242010217
-0.008197695140786504,-0.025602946417963644
0.016989426161340145,0.0068908162052988
-0.004277058334323393,-0.013068789354877035
-0.022157538315314244,-0.030652251395984317
-0.0292859688725199,-0.02976119757633361
-0.031662112391588455,-0.025068314126173222
-0.0310086729238446,-0.026256385885707497
-0.02114767731971011,-0.011999524771296186
-0.018830937388618272,-0.004930497802067245
-0.022810977783058097,-0.0043958655102768205
-0.025246524890103362,-0.0024355471070452656
-0.028216704288939052,-0.0020791255791849828
-0.026850421765474634,0.001188071759534276
-0.024296067482475942,0.004514672686230248
-0.025127717714149934,0.0048116906261138175
-0.025602946417963644,0.005108708565997386
-0.026434596649637637,0.0043958655102768205
-0.02631578947368421,0.004930497802067245
-0.02489010336224308,0.006653201853391945
-0.02316739931091838,0.00908874896043721
-0.022989188546988237,0.010158013544018058
-0.02393964595461566,0.009445170488297494
-0.025127717714149934,0.008554116668646786
-0.025068314126173222,0.008791731020553641
-0.024236663894499227,0.010098609956041345
-0.023583224426755377,0.01110847095164548
-0.022573363431151242,0.011761910419389331
-0.02221694190329096,0.012296542711179755
-0.022513959843174527,0.012177735535226327
-0.02275157419508138,0.012296542711179755
-0.02269217060710467,0.012177735535226327
-0.022454556255197815,0.011940121183319472
-0.022513959843174527,0.012296542711179755
-0.022157538315314244,0.012652964239040039
-0.021563502435547107,0.013484614470714031
-0.021088273731733397,0.013722228822620886
-0.020731852203873115,0.014138053938457884
-0.0206724486158964,0.01395984317452774
-0.020850659379826542,0.013544018058690745
-0.02114767731971011,0.013187596530830462
-0.02150409884757039,0.013128192942853749
-0.021325888083640252,0.013128192942853749
-0.020731852203873115,0.013603421646667458
-0.019959605560175835,0.01455387905429488
-0.019662587620292264,0.014910300582155162
-0.01942497326838541,0.014969704170131876
-0.019009148152548415,0.014791493406201735
-0.019306166092431982,0.01455387905429488
-0.019365569680408697,0.013841035998574313
-0.019306166092431982,0.013544018058690745
-0.019187358916478554,0.013544018058690745
-0.018890340976594987,0.0137816324105976
-0.01877153380064156,0.014019246762504455
-0.01847451586075799,0.01455387905429488
-0.018118094332897707,0.01502910775810859
-0.01817749792087442,0.01502910775810859
-0.018415112272781278,0.014672686230248307
-0.018355708684804562,0.014197457526434597
-0.017642865629083997,0.014375668290364739
-0.017345847689200427,0.01455387905429488
-0.017405251277177142,0.014375668290364739
-0.017405251277177142,0.014019246762504455
-0.017227040513247,0.013841035998574313
-0.017108233337293572,0.013722228822620886
-0.016870618985386717,0.013722228822620886
-0.016514197457526435,0.013603421646667458
-0.016157775929666152,0.014138053938457884
-0.016157775929666152,0.014613282642271594
-0.016157775929666152,0.015207318522038731
-0.016157775929666152,0.015088511346085303
-0.016157775929666152,0.015207318522038731
-0.01597956516573601,0.015147914934062017
-0.015623143637875727,0.014850896994178448
-0.01580135440180587,0.01455387905429488
-0.015682547225852442,0.014494475466318166
-0.015385529285968872,0.014197457526434597
-0.015266722110015445,0.0137816324105976
-0.015147914934062017,0.013841035998574313
-0.014791493406201735,0.013841035998574313
-0.014375668290364739,0.014078650350481168
-0.014316264702388025,0.01395984317452774
-0.014435071878341452,0.01395984317452774
-0.014494475466318166,0.014494475466318166
-0.014256861114411311,0.014613282642271594
-0.013900439586551027,0.014732089818225021
-0.0137816324105976,0.014613282642271594
-0.01330640370678389,0.014613282642271594
-0.012949982178923607,0.014732089818225021
-0.012771771414993466,0.014494475466318166
-0.012712367827016752,0.014256861114411311
-0.012712367827016752,0.013722228822620886
-0.01283117500297018,0.013247000118807176
-0.013187596530830462,0.01283117500297018
-0.013128192942853749,0.01283117500297018
-0.013009385766900321,0.01330640370678389
-0.012949982178923607,0.013722228822620886
-0.012771771414993466,0.014256861114411311
-0.012177735535226327,0.014791493406201735
-0.011999524771296186,0.014732089818225021
0.02001900914815255,0.024652489010336225
0.24610906498752524,0.120589283592729
0.4309730307710586,-0.01924676250445527
0.6106688844006178,-0.18664607342283474
0.6855174052512771,-0.32885826303908755
0.41968634905548297,-0.37061898538671734
0.1648449566353808,-0.3582630390875609
-0.03611738148984198,-0.29410716407271
-0.19496257573957468,-0.16175597006059167
-0.32493762623262445,-0.040156825472258524
-0.3836283711536177,-0.027028632529404777
-0.32446239752881073,0.009266959724367353
-0.29012712367827015,0.06338362837115362
-0.3421646667458714,0.05334442200308899
-0.4398241653795889,0.003980040394439824
-0.49382202685042176,-0.024652489010336225
-0.4606154211714388,0.002376143519068552
-0.30990851847451584,0.004989901390043959
-0.09742188428181062,-0.10389687537127243
0.13573719852679103,-0.21723892123084235
0.3184032315551859,-0.24652489010336223
0.44427943447784246,-0.2213377688012356
0.43441843887370796,-0.1842699299037662
0.3375905904716645,-0.15961744089342997
0.1855174052512772,-0.14149934656053226
0.020137816324105978,-0.11845075442556731
-0.11856956160152073,-0.09534275870262564
-0.22763454912676725,-0.07164072709991684
-0.2746821908043246,-0.04431507663062849
-0.18759653083046215,-0.0800760365926102
-0.0058809552096946655,0.00641558750148509
-0.020434834263989544,0.016098372341689437
-0.019959605560175835,-0.007009623381252227
0.0015444932873945585,-0.014138053938457884
-0.0038612332184863964,-0.029523583224426754
-0.0048116906261138175,-0.022454556255197815
-0.006772009029345372,-0.014197457526434597
-0.005346322917904241,-0.01158369965545919
0.0013662825234644173,-0.004752287038137104
0.01283117500297018,0.008791731020553641
0.023523820838778662,0.009148152548413925
0.032612569799215875,0.020613045027919687
0.04241416181537365,0.03368183438279672
0.04621599144588333,0.040275632648211955
0.04538434121420934,0.041701318759653085
0.04104787929190923,0.039028157300700965
0.037364856837352974,0.035760959961981705
0.022513959843174527,0.04116668646786266
0.022513959843174527,0.05833432339313294
0.018890340976594987,0.059403587976713794
0.010752049423785196,0.06772009029345373
0.021028870143756682,0.030949269335867887
0.008435309492693359,-0.008019484376856362
-0.018355708684804562,0.005286919329927527
0.014375668290364739,-0.0010692645835808483
0.0043958655102768205,-0.02964239040038018
0.010158013544018058,-0.01645479386954972
0.009445170488297494,-0.010692645835808482
0.010692645835808482,-0.0058809552096946655
0.00986099560413449,-0.004633479862183676
0.011524296067482476,-0.0007722466436972793
0.011405488891529049,0.0010098609956041345
0.011821314007366045,0.0019009148152548414
0.01158369965545919,0.002376143519068552
0.011821314007366045,0.003386004514672686
0.011643103243435904,0.0038018296305096827
0.011761910419389331,0.0041582511583699655
0.01158369965545919,0.004098847570393252
0.010989663775692052,0.004039443982416538
0.010870856599738625,0.0041582511583699655
0.010811453011761911,0.004277058334323393
0.010870856599738625,0.004217654746346679
0.011167874539622194,0.0043958655102768205
0.01110847095164548,0.004455269098253534
0.011643103243435904,0.004455269098253534
0.011167874539622194,0.004633479862183676
0.010752049423785196,0.004514672686230248
0.010692645835808482,0.004514672686230248
0.010692645835808482,0.004455269098253534
0.010930260187715339,0.004277058334323393
0.010276820719971486,0.003920636806463111
0.009920399192111204,0.0034454081026494
0.009682784840204349,0.0035048116906261136
0.009445170488297494,0.0036236188665795415
0.009445170488297494,0.0035048116906261136
0.009445170488297494,0.0038612332184863964
0.00986099560413449,0.004336461922300107
0.009623381252227635,0.0045740762742069625
0.009742188428181062,0.004633479862183676
0.009563977664250921,0.003980040394439824
0.009504574076274207,0.0034454081026494
0.00938576690032078,0.0030295829868124033
0.00908874896043721,0.002554354282998693
0.009207556136390639,0.002376143519068552
0.009148152548413925,0.0027919686349055484
0.008910538196507068,0.0027325650469288347
0.008732327432576927,0.003207793750742545
0.008969941784483782,0.0034454081026494
0.00908874896043721,0.0038018296305096827
0.008791731020553641,0.0038612332184863964
0.008851134608530355,0.0038612332184863964
0.008851134608530355,0.003920636806463111
0.008851134608530355,0.003386004514672686
0.008791731020553641,0.003207793750742545
0.008494713080670072,0.0020791255791849828
0.008494713080670072,0.001188071759534276
0.007900677200902935,0.0007128430557205655
0.0076036592610193654,0.0013068789354877034
0.007781870024949507,0.0019009148152548414
0.007960080788879649,0.002613757870975407
0.008316502316739931,0.0036236188665795415
0.008316502316739931,0.004277058334323393
0.008257098728763217,0.004217654746346679
0.008316502316739931,0.003564215278602828
0.008197695140786504,0.0027325650469288347
0.007663062848996079,0.002019721991208269
0.007663062848996079,0.0015444932873945585
0.0076036592610193654,0.0017227040513247
0.0073660449091125105,0.0024355471070452656
0.007247237733159083,0.002910775810858976
0.007544255673042652,0.0029701793988356896
0.007425448497089224,0.0031483901627658312
0.007425448497089224,0.003088986574789117
0.007544255673042652,0.0029701793988356896
0.007722466436972793,0.002554354282998693
0.0076036592610193654,0.0021385291671616965
0.007187834145182369,0.0020791255791849828
0.007187834145182369,0.0018415112272781276
0.0069502197932755135,0.0019009148152548414
0.007009623381252227,0.0021385291671616965
0.007128430557205656,0.002257336343115124
0.007009623381252227,0.002376143519068552
0.007069026969228942,0.002613757870975407
0.006831412617322086,0.002613757870975407
0.0068908162052988,0.002554354282998693
0.006712605441368659,0.002554354282998693
0.006593798265415231,0.0021385291671616965
0.006712605441368659,0.0021979327551384102
0.006772009029345372,0.002316739931091838
0.006534394677438517,0.0024949506950219793
0.006593798265415231,0.002554354282998693
0.006593798265415231,0.0026731614589521205
0.006534394677438517,0.0027325650469288347
0.006237376737554949,0.0027919686349055484
0.00641558750148509,0.002851372222882262
0.0062967803255316625,0.0033266009266959724
0.00641558750148509,0.0034454081026494
0.006237376737554949,0.0038612332184863964
0.006474991089461804,0.0036830224545562553
0.006534394677438517,0.003386004514672686
0.006177973149578234,0.002851372222882262
0.006356183913508376,0.0024355471070452656
0.00611856956160152,0.002019721991208269
0.005940358797671379,0.001782107639301414
0.005702744445764524,0.0018415112272781276
0.006177973149578234,0.002019721991208269
0.00611856956160152,0.0021979327551384102
0.0058809552096946655,0.002376143519068552
0.005940358797671379,0.002376143519068552
0.0058809552096946655,0.0024355471070452656
0.005762148033741238,0.002257336343115124
0.005702744445764524,0.0019009148152548414
0.005583937269811097,0.0016038968753712725
0.005702744445764524,0.001782107639301414
0.005405726505880956,0.0019009148152548414
0.005227515741950814,0.0021979327551384102
0.005227515741950814,0.002376143519068552
0.005346322917904241,0.002613757870975407
0.005405726505880956,0.0024949506950219793
0.005286919329927527,0.0024949506950219793
0.005286919329927527,0.002019721991208269
0.0051681121539741,0.0019009148152548414
0.005108708565997386,0.0020791255791849828
0.004930497802067245,0.0018415112272781276
0.004930497802067245,0.001782107639301414
0.005049304978020672,0.001782107639301414
0.005108708565997386,0.002316739931091838
0.0048116906261138175,0.0024355471070452656
0.004930497802067245,0.002613757870975407
0.005346322917904241,0.0027919686349055484
0.005227515741950814,0.0027919686349055484
0.005108708565997386,0.002613757870975407
0.005108708565997386,0.0021979327551384102
0.004930497802067245,0.0018415112272781276
0.004633479862183676,0.001782107639301414
0.0043958655102768205,0.0015444932873945585
0.004752287038137104,0.0016038968753712725
0.004871094214090531,0.0016633004633479862
0.004277058334323393,0.0019603184032315553
0.0045740762742069625,0.0019603184032315553
0.004633479862183676,0.0016633004633479862
0.0048116906261138175,0.0014850896994178448
0.004871094214090531,0.0017227040513247
0.004514672686230248,0.0017227040513247
0.0045740762742069625,0.0017227040513247
0.004336461922300107,0.0015444932873945585
0.0043958655102768205,0.0015444932873945585
0.004633479862183676,0.0014850896994178448
0.004514672686230248,0.0013662825234644173
0.004455269098253534,0.0014850896994178448
0.0043958655102768205,0.0013662825234644173
0.004514672686230248,0.0009504574076274207
0.0045740762742069625,0.0010098609956041345
0.0045740762742069625,0.0010692645835808483
0.004514672686230248,0.001188071759534276
0.0043958655102768205,0.001188071759534276
0.0043958655102768205,0.001188071759534276
0.004336461922300107,0.0017227040513247
0.004217654746346679,0.002019721991208269
0.0041582511583699655,0.002257336343115124
0.003920636806463111,0.0019009148152548414
0.0041582511583699655,0.0016633004633479862
0.0041582511583699655,0.0018415112272781276
0.003920636806463111,0.0015444932873945585
0.004039443982416538,0.0012474753475109897
0.003742426042532969,0.001425686111441131
0.004098847570393252,0.0013068789354877034
0.003980040394439824,0.0015444932873945585
0.0036236188665795415,0.0012474753475109897
0.003742426042532969,0.0014850896994178448
0.0033266009266959724,0.0018415112272781276
0.003564215278602828,0.0019603184032315553
0.003564215278602828,0.0019009148152548414
0.0036236188665795415,0.001782107639301414
0.0036236188665795415,0.0021385291671616965
0.0036830224545562553,0.0018415112272781276
0.003980040394439824,0.0016633004633479862
0.0036236188665795415,0.001782107639301414
0.003742426042532969,0.0015444932873945585
0.003742426042532969,0.001425686111441131
0.003386004514672686,0.0018415112272781276
0.0035048116906261136,0.0018415112272781276
0.0038612332184863964,0.0015444932873945585
0.003564215278602828,0.0016633004633479862
0.0031483901627658312,0.001782107639301414
0.0029701793988356896,0.0017227040513247
0.0031483901627658312,0.0015444932873945585
0.0032671973387192587,0.0016633004633479862
0.003386004514672686,0.0015444932873945585
0.003088986574789117,0.0013662825234644173
0.003088986574789117,0.0009504574076274207
0.0033266009266959724,0.000891053819650707
0.003564215278602828,0.0010098609956041345
0.003207793750742545,0.001128668171557562
0.003386004514672686,0.0013068789354877034
0.003088986574789117,0.0015444932873945585
0.003207793750742545,0.001782107639301414
0.003207793750742545,0.002019721991208269
0.0030295829868124033,0.0020791255791849828
0.0034454081026494,0.0019009148152548414
0.0032671973387192587,0.001782107639301414
8.434124231338501,0
